condition,run_name,task_id,episode_idx,infer_id,route_type,accepted_prefix_len,chunk_exec_len,policy_time_gpu_sync_ms,policy_time_wall_ms,policy_time_ms,serve_time_ms,client_roundtrip_ms,sample_actions_ms,stage5_perturb_enabled,stage5_perturb_condition,stage5_perturb_target_key,stage5_perturb_applied,stage5_perturb_query_index,stage5_perturb_mode,stage5_perturb_period,source
wrist_zero_all,stage5_camera_dropout,0,0,42,draft,3,3,8.021132998692337,8.021132998692337,10.423437001009006,10.570468992227688,11.645139995380305,8.021132998692337,True,wrist_zero_all,robot0_eye_in_hand_image,True,42,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,43,draft,0,0,8.519208000507206,8.519208000507206,10.83520200336352,10.955992998788133,12.333817001490388,8.519208000507206,True,wrist_zero_all,robot0_eye_in_hand_image,True,43,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,44,full,12,12,33.457395002187695,33.457395002187695,35.35363500122912,35.47137600980932,36.44833600264974,33.457395002187695,True,wrist_zero_all,robot0_eye_in_hand_image,True,44,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,45,draft,0,0,8.013102997210808,8.013102997210808,10.594949999358505,10.716610995586962,12.08802399924025,8.013102997210808,True,wrist_zero_all,robot0_eye_in_hand_image,True,45,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,46,full,12,12,33.602376002818346,33.602376002818346,35.5826570012141,35.68169800564647,36.55854699900374,33.602376002818346,True,wrist_zero_all,robot0_eye_in_hand_image,True,46,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,47,draft,0,0,8.021533001738135,8.021533001738135,10.62231999821961,10.747329994046595,12.10313499905169,8.021533001738135,True,wrist_zero_all,robot0_eye_in_hand_image,True,47,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,48,full,12,12,32.97789100179216,32.97789100179216,34.91370099800406,35.017981004784815,35.77580000273883,32.97789100179216,True,wrist_zero_all,robot0_eye_in_hand_image,True,48,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,1,0,full,12,12,32.94227000151295,32.94227000151295,35.39551499852678,35.53534699312877,37.19808399910107,32.94227000151295,True,wrist_zero_all,robot0_eye_in_hand_image,True,0,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep001_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,1,1,draft,12,12,7.785419998981524,7.785419998981524,9.964463002688717,10.08545399963623,11.192596000910271,7.785419998981524,True,wrist_zero_all,robot0_eye_in_hand_image,True,1,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep001_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,1,2,draft,12,12,7.724899995082524,7.724899995082524,10.079243998916354,10.185425002418924,11.157114997331519,7.724899995082524,True,wrist_zero_all,robot0_eye_in_hand_image,True,2,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep001_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
